2.040, 0.9991
3.125, 0.9638
4.100, 0.9231
5.123, 0.8207
6.082, 0.6352
7.108, 0.5610
8.140, 0.5415
9.057, 0.4673
10.08, 0.4090
11.00, 0.3348
12.03, 0.2606
13.11, 0.2200
14.03, 0.1811
15.06, 0.1069
15.98, 0.06625
18.97, 0.05742
22.94, 0.04329
26.97, 0.02385
27.95, 0.01502
